TripID,Cost
1,91169.9
2,136888
3,113716
4,104907
5,114877
6,119506
7,100637
8,132074
9,180171
10,138297
11,99720.6
12,108916
13,92657.7
14,67930.7
15,93557.8
16,175122
17,51069
18,88876.9
19,89697.7
20,163564
21,99218.2
22,140682
23,166404
24,125987
25,87211.4
26,87786.8
27,189404
28,109098
29,113293
30,107090
31,137090
32,112565
33,89083.3
34,115072
35,73666.1
36,159300
37,127140
38,88311.6
39,70329.5
40,147550
41,104361
42,135661
43,171059
44,109997
45,117126
46,166473
47,117236
48,152317
49,95304.9
50,104011
51,182237
52,126154
53,159440
54,108046
55,153373
56,103415
57,101641
58,107655
59,50381.2
60,74332.3
61,95368.7
62,96610.5
63,139487
64,84926.6
65,84894.1
66,123584
67,87267.3
68,93557.8
69,94696.4
70,136140
71,73965
72,71145.8
73,186012
74,167345
75,63659.9
