TripID,Cost
1,228750
2,317626
3,198648
4,172034
5,203624
6,180749
7,251682
8,173052
9,206425
10,193475
11,220680
12,259473
13,259240
14,162532
15,223424
16,216341
17,319441
18,288120
19,201573
20,329530
21,227236
22,269369
23,188167
24,142381
25,215997
26,305079
27,247120
28,253772
29,211179
30,285365
31,252997
32,199303
33,337401
34,218341
35,179844
36,242867
37,301187
38,268489
39,268765
40,158970
41,238064
42,152239
43,268644
44,229066
45,321848
46,239134
47,328464
48,203400
49,157112
50,158621
51,265180
52,304316
53,283224
54,209256
55,226280
56,159547
57,321848
58,192476
59,140959
60,266664
61,118205
62,189160
63,199111
64,157840
65,206834
66,242425
67,411396
68,215132
69,251242
70,235030
71,216687
72,169701
73,199080
74,156668
75,175202
76,318912
77,146948
78,216623
