TripID,Cost
1,61982.6
2,129017
3,71751
4,73156
5,89676.7
6,97430.6
7,81956.6
8,94091.2
9,51374.9
10,81058.9
11,87561.3
12,89619.3
13,94279.3
14,51689.6
15,53454.7
16,86679.5
17,60993.5
18,115689
19,90236.1
20,65794.1
21,57134.1
22,77718.8
23,88980.3
24,87262.8
25,130059
26,45939.5
27,78463.4
28,80353.9
29,86258.5
30,78112.9
31,91139.1
32,93820.9
33,33236.2
34,120767
35,94472.9
36,78586.2
37,92627.9
38,59975
39,90964.5
40,105938
41,85430.7
42,50108.2
43,89902.2
44,72425.9
45,67347.1
46,81942.5
47,71819.1
48,56824.9
49,65844.8
50,80466.4
51,58642.4
52,47836.7
53,49731
54,82432.8
55,64553.2
56,74263.9
57,125813
58,54985.2
59,93119.3
60,99918.1
61,79933.4
62,53341.5
63,72266.3
64,60951.6
65,79390.3
66,104548
67,108526
68,55862.3
69,109150
70,97300.9
71,81518.1
72,64294.4
73,85573.3
74,70594.1
75,86371.5
76,89896
77,86776.5
78,107741
79,120576
80,114015
81,84867.8
82,77211
83,78213.7
84,92422
85,105438
86,78517.4
87,114589
88,116662
89,77160.5
90,102818
91,111937
92,90714.3
93,149493
94,66725.7
95,60386.1
96,72468
97,67102.4
98,26432
99,68694.8
100,43682.9
101,32957.2
102,135862
103,96744.2
104,53008.7
105,80448.4
106,95539.6
107,73188.5
108,49564.2
109,101940
110,63617.8
111,50706.9
112,50352.5
113,134741
114,169234
115,34652.3
116,93741
117,54272.2
118,137052
119,80925.6
120,152348
121,82388.7
122,94037.3
123,88796.1
124,86304.1
125,85756.7
126,71712.6
127,73084.4
128,41519.3
129,104337
130,87655.1
131,65203.4
132,66537.9
133,51848.3
134,48949.2
135,50188.2
