TripID,Cost
1,84813.4
2,71986.9
3,108044
4,90644.6
5,115072
6,74388.8
7,116495
8,146966
9,59603.8
10,66828.1
11,77459.5
12,117474
13,65018.1
14,29676.8
15,134507
16,130408
17,133698
18,64662.2
19,93077.6
20,91935.6
21,89971.8
22,67437.4
23,67160.5
24,97275.9
25,51818.7
26,120336
27,173104
28,137907
29,45469.7
30,85020
31,132821
32,81457.8
33,53130.6
34,165536
35,129586
36,68234
37,105745
38,188868
39,109048
40,65628.5
41,47619.3
42,31791.2
43,73483.7
44,91700.2
45,57774.4
46,80257.8
47,73823.6
48,139339
49,66785.6
50,62928.3
51,79547.3
52,81848.4
53,113896
54,80585.7
55,58621.8
56,98984.7
57,36944.7
58,67054.3
59,82167.8
60,85799.8
61,139992
62,108306
63,177765
64,74520.2
65,95633.6
66,76095.4
67,27409.9
68,90303.4
69,73121.7
