ID,GiftID,TripID
1,17411,1
2,76864,1
3,23462,1
4,47160,1
5,65617,1
6,72020,1
7,92820,1
8,58260,1
9,24008,1
10,55838,1
11,14324,1
12,97896,1
13,86001,1
14,77175,1
15,51191,1
16,78867,1
17,29673,1
18,18281,1
19,51886,1
20,81719,1
21,71915,1
22,21045,1
23,14053,1
24,75868,1
25,93655,1
26,91545,1
27,87940,1
28,1673,1
29,55978,1
30,89943,1
31,7407,1
32,90298,1
33,1809,1
34,60132,1
35,24193,1
36,99443,1
37,89639,1
38,1278,1
39,71545,1
40,67592,1
41,67006,1
42,63439,1
43,52028,1
44,50562,1
45,50413,1
46,49127,1
47,48034,1
48,33509,1
49,78145,1
50,45142,2
51,60090,2
52,16483,2
53,74885,2
54,20466,2
55,33553,2
56,44700,2
57,34408,2
58,30195,2
59,6183,2
60,63137,2
61,26678,2
62,49651,2
63,10480,2
64,25078,2
65,6057,2
66,34417,2
67,24548,2
68,30827,2
69,11764,2
70,23708,2
71,10241,2
72,47282,2
73,29164,2
74,58354,2
75,2961,2
76,21171,2
77,11378,2
78,6834,2
79,301,2
80,44496,2
81,40156,2
82,25965,2
83,25880,2
84,24837,2
85,4915,2
86,1009,2
87,82783,2
88,5262,3
89,22242,3
90,87563,3
91,90468,3
92,36457,3
93,33388,3
94,57037,3
95,37062,3
96,77179,3
97,15456,3
98,57748,3
99,95569,3
100,9258,3
101,97577,3
102,39256,3
103,74996,3
104,73318,3
105,72305,3
106,95149,3
107,26890,3
108,18423,3
109,47759,3
110,33756,3
111,91094,3
112,63309,3
113,39881,3
114,70258,3
115,34049,3
116,22290,3
117,44488,3
118,70516,3
119,25160,3
120,75298,3
121,34720,3
122,33464,3
123,59364,3
124,65048,3
125,57800,3
126,57564,3
127,47635,3
128,41214,3
129,70710,3
130,73110,3
131,77493,3
132,29152,3
133,26996,3
134,79681,3
135,81356,3
136,19598,3
137,19133,3
138,14599,3
139,12601,3
140,96089,3
141,5534,3
142,69424,3
143,56959,4
144,61526,4
145,50491,4
146,93602,4
147,44205,4
148,84831,4
149,16397,4
150,86572,4
151,61434,4
152,1477,4
153,75500,4
154,6471,4
155,40960,4
156,56396,4
157,26744,4
158,24357,4
159,58877,4
160,96892,4
161,44815,4
162,94725,4
163,35987,4
164,85820,4
165,87177,4
166,20100,4
167,24047,4
168,12466,4
169,38081,4
170,79556,4
171,34775,4
172,71078,4
173,70553,4
174,30275,4
175,60966,4
176,19693,4
177,72303,4
178,46591,4
179,99697,4
180,92475,4
181,37682,4
182,24739,4
183,32272,4
184,90893,4
185,68154,4
186,46236,4
187,73551,4
188,73904,4
189,34940,4
190,34476,4
191,32892,4
192,32582,4
193,28055,4
194,79642,4
195,85639,4
196,86787,4
197,89245,4
198,4522,4
199,55510,4
200,6502,5
201,13417,5
202,49502,5
203,93863,5
204,66916,5
205,39942,5
206,62402,5
207,65246,5
208,69511,5
209,36856,5
210,86390,5
211,24434,5
212,26265,5
213,29665,5
214,15880,5
215,88838,5
216,20163,5
217,9118,5
218,60716,5
219,83462,5
220,11835,5
221,67189,5
222,9626,5
223,1901,5
224,84665,5
225,34385,5
226,90837,5
227,99801,5
228,96489,5
229,95256,5
230,83048,5
231,80423,5
232,75967,5
233,51790,5
234,47502,5
235,42333,5
236,38563,5
237,30736,5
238,28591,5
239,18887,5
240,17192,5
241,8927,5
242,8171,5
243,6953,5
244,82584,5
245,93947,6
246,67840,6
247,15055,6
248,28531,6
249,13571,6
250,3540,6
251,90316,6
252,76718,6
253,5357,6
254,75267,6
255,91113,6
256,68540,6
257,95003,6
258,43247,6
259,68116,6
260,83687,6
261,366,6
262,28031,6
263,42913,6
264,6162,6
265,79573,6
266,72054,6
267,35825,6
268,84111,6
269,92246,6
270,70189,6
271,79812,6
272,58684,6
273,59596,6
274,64288,6
275,71287,6
276,26505,6
277,21297,6
278,87523,6
279,88048,6
280,6573,6
281,69344,6
282,71035,6
283,99278,6
284,47835,6
285,4232,7
286,74452,7
287,43917,7
288,93987,7
289,64121,7
290,95283,7
291,15903,7
292,75778,7
293,44464,7
294,82464,7
295,13507,7
296,10103,7
297,95370,7
298,42459,7
299,47406,7
300,94066,7
301,43497,7
302,17956,7
303,30470,7
304,68105,7
305,3861,7
306,79429,7
307,7929,7
308,70366,7
309,77184,7
310,83878,7
311,84127,7
312,71565,7
313,5630,7
314,14920,7
315,66202,7
316,22789,7
317,15628,7
318,92240,7
319,98962,7
320,51586,7
321,14032,8
322,40780,8
323,5320,8
324,76439,8
325,22681,8
326,72629,8
327,14195,8
328,40584,8
329,91674,8
330,99361,8
331,331,8
332,71782,8
333,32916,8
334,1942,8
335,87350,8
336,94369,8
337,20923,8
338,94327,8
339,47877,8
340,80709,8
341,84142,8
342,71912,8
343,21416,8
344,9856,8
345,38846,8
346,46854,8
347,28832,8
348,16484,8
349,27332,8
350,64106,8
351,68856,8
352,83982,8
353,65533,8
354,77393,8
355,40311,8
356,97321,8
357,13835,8
358,29571,8
359,45855,8
360,50196,8
361,56048,8
362,65460,8
363,38730,8
364,36480,8
365,35699,8
366,71817,8
367,31385,8
368,45512,8
369,71986,8
370,27634,8
371,72679,8
372,25520,8
373,24698,8
374,73656,8
375,75614,8
376,77571,8
377,20663,8
378,79368,8
379,81293,8
380,82126,8
381,85095,8
382,86168,8
383,8651,8
384,6542,8
385,5335,8
386,88884,8
387,98812,8
388,834,8
389,44461,8
390,52873,9
391,18722,9
392,69797,9
393,38015,9
394,18798,9
395,66537,9
396,48313,9
397,78298,9
398,24055,9
399,31510,9
400,35181,9
401,34110,9
402,4311,9
403,25347,9
404,50162,9
405,52373,9
406,34675,9
407,39989,9
408,93383,9
409,64748,9
410,76609,9
411,2656,9
412,32188,9
413,42233,9
414,8362,9
415,30059,9
416,18544,9
417,75731,9
418,94438,9
419,34195,9
420,24705,9
421,34524,9
422,92942,9
423,7343,9
424,12535,9
425,55758,9
426,46227,9
427,98175,9
428,85164,9
429,19600,9
430,82822,9
431,98086,9
432,74123,9
433,39813,9
434,12244,9
435,72172,9
436,5626,9
437,5067,9
438,4510,9
439,4460,9
440,28270,9
441,86111,9
442,3461,9
443,3006,9
444,2791,9
445,87004,9
446,30520,10
447,45526,10
448,25903,10
449,7577,10
450,84144,10
451,72442,10
452,64226,10
453,25447,10
454,25724,10
455,21849,10
456,69693,10
457,13769,10
458,98775,10
459,8387,10
460,47473,10
461,52019,10
462,72153,10
463,46399,10
464,23733,10
465,38203,10
466,57560,10
467,87860,10
468,89729,10
469,37018,10
470,92437,10
471,97613,10
472,11133,10
473,43982,10
474,4667,10
475,39519,10
476,66928,11
477,24565,11
478,31287,11
479,13624,11
480,88674,11
481,20802,11
482,15044,11
483,55667,11
484,15908,11
485,34587,11
486,2331,11
487,37711,11
488,91586,11
489,22118,11
490,41737,11
491,18341,11
492,78686,11
493,17265,11
494,68960,11
495,85611,11
496,82395,11
497,91600,11
498,3084,11
499,21948,11
500,72788,11
501,17404,11
502,78631,11
503,89110,11
504,64522,11
505,78294,11
506,18977,11
507,99329,11
508,72393,11
509,43436,11
510,59226,11
511,48466,11
512,58531,11
513,21164,11
514,63646,11
515,67169,11
516,69238,11
517,39507,11
518,27747,11
519,26193,11
520,16311,11
521,73363,11
522,77585,11
523,90430,11
524,92284,11
525,2263,11
526,41083,11
