ID,GiftID,TripID
1,74784,15
2,23565,15
3,10660,15
4,8829,15
5,45483,15
6,32275,15
7,89132,15
8,45491,15
9,84355,15
10,51950,15
11,78138,15
12,17116,15
13,27087,15
14,21593,15
15,43433,15
16,62485,15
17,12696,15
18,88670,15
19,36245,15
20,69561,15
21,65644,15
22,21241,15
23,43959,15
24,9981,15
25,18239,15
26,70772,15
27,5269,15
28,64315,15
29,4668,15
30,82116,15
31,19118,15
32,27607,15
33,12667,15
34,97249,15
35,10005,15
36,59760,15
37,90674,15
38,80946,15
39,70951,15
40,58630,15
41,17663,15
42,61497,15
43,65105,15
44,65803,15
45,2426,15
46,76388,15
47,78536,15
48,6027,15
49,30422,15
50,53425,15
51,53581,15
52,56950,15
53,25114,15
54,15609,16
55,27405,16
56,46162,16
57,57018,16
58,46671,16
59,69605,16
60,80843,16
61,70198,16
62,28632,16
63,49021,16
64,65564,16
65,90220,16
66,55987,16
67,41676,16
68,37182,16
69,93783,16
70,76630,16
71,41203,16
72,65464,16
73,87244,16
74,31144,16
75,83619,16
76,68536,16
77,66399,16
78,67266,16
79,52020,16
80,1729,16
81,72553,16
82,69699,16
83,83739,16
84,92119,16
85,46105,16
86,37367,16
87,72467,16
88,32765,16
89,54250,16
90,46049,16
91,90362,16
92,25505,16
93,46831,16
94,7984,16
95,4694,16
96,3423,16
97,2870,16
98,2766,16
99,1950,16
100,36843,16
101,93209,18
102,16097,18
103,8535,18
104,76014,18
105,66991,18
106,17672,18
107,8248,18
108,92930,18
109,76989,18
110,27069,18
111,10245,18
112,75176,18
113,39906,18
114,30723,18
115,12192,18
116,67181,18
117,96359,18
118,62216,18
119,3773,18
120,31950,18
121,19545,18
122,36261,18
123,80926,18
124,47038,18
125,93012,18
126,22351,18
127,16421,18
128,47408,18
129,65769,18
130,88032,18
131,24063,18
132,23231,18
133,38442,18
134,20167,18
135,19745,18
136,41650,18
137,3383,18
138,73131,18
139,77901,18
140,79950,18
141,84185,18
142,84730,18
143,28388,18
144,5871,18
145,5700,18
146,4144,18
147,99818,18
148,30607,18
149,29915,20
150,29379,20
151,77256,20
152,47306,20
153,84001,20
154,98935,20
155,97193,20
156,5632,20
157,48093,20
158,30990,20
159,78636,20
160,30323,20
161,69040,20
162,44174,20
163,45304,20
164,14097,20
165,71704,20
166,45539,20
167,36446,20
168,78885,20
169,22716,20
170,23247,20
171,61102,20
172,73207,20
173,72575,20
174,14063,20
175,86467,20
176,37629,20
177,65912,20
178,36438,20
179,61176,20
180,56341,20
181,61330,20
182,66589,20
183,14956,20
184,56948,20
185,92786,20
186,27361,20
187,25490,20
188,59734,20
189,96711,20
190,71755,20
191,42342,20
192,49482,20
193,33801,20
194,54463,20
195,29974,20
196,6955,20
197,69351,20
198,99467,22
199,28942,22
200,9706,22
201,37577,22
202,40250,22
203,55030,22
204,32296,22
205,37689,22
206,91428,22
207,99341,22
208,88683,22
209,93587,22
210,69778,22
211,22251,22
212,27448,22
213,95973,22
214,94267,22
215,33262,22
216,32097,22
217,43548,22
218,23951,22
219,56585,22
220,86750,22
221,1191,22
222,69203,22
223,59635,22
224,35358,22
225,78117,22
226,85071,22
227,85471,22
228,52012,22
229,56080,22
230,42759,22
231,42668,22
232,34123,22
233,71164,22
234,91393,22
235,19162,22
236,96183,22
237,6659,22
238,48348,22
239,75331,24
240,80963,24
241,38181,24
242,66743,24
243,51559,24
244,57478,24
245,95788,24
246,63636,24
247,54470,24
248,34489,24
249,79575,24
250,78834,24
251,75618,24
252,20598,24
253,19413,24
254,84904,24
255,48801,24
256,1885,24
257,82927,24
258,43329,24
259,9908,24
260,6215,24
261,98740,24
262,90041,24
263,61742,24
264,11256,24
265,38346,24
266,19981,24
267,99332,24
268,68616,24
269,88063,24
270,72082,24
271,63461,24
272,62407,24
273,3409,24
274,57214,24
275,8709,24
276,56711,24
277,68160,24
278,51189,24
279,85065,24
280,38090,24
281,88777,24
282,91177,24
283,16223,24
284,94303,24
285,60503,24
286,32279,25
287,1702,25
288,3308,25
289,68445,25
290,43638,25
291,49993,25
292,11179,25
293,84732,25
294,20480,25
295,53676,25
296,20797,25
297,42371,25
298,29305,25
299,46422,25
300,1416,25
301,40997,25
302,66500,25
303,9418,25
304,69348,25
305,26707,25
306,33659,25
307,84637,25
308,3515,25
309,86691,25
310,87477,25
311,76701,25
312,86256,25
313,71573,25
314,12144,25
315,74866,25
316,72601,25
317,34467,25
318,39937,25
319,21548,25
320,40508,25
321,51990,25
322,69049,25
323,45204,25
324,51482,25
325,54546,25
326,55292,25
327,21737,25
328,55931,25
329,61977,25
330,62320,25
331,14421,25
332,62949,25
333,11998,25
334,11711,25
335,65232,25
336,65800,25
337,34275,25
338,84148,25
339,89246,25
340,30334,25
341,14971,27
342,79977,27
343,72570,27
344,86565,27
345,28178,27
346,36494,27
347,83176,27
348,77495,27
349,63642,27
350,17049,27
351,50172,27
352,12618,27
353,19973,27
354,91716,27
355,71284,27
356,23698,27
357,32191,27
358,921,27
359,97158,27
360,79629,27
361,48326,27
362,60600,27
363,77768,27
364,88955,27
365,84327,27
366,6662,27
367,21227,27
368,37329,27
369,65918,27
370,19371,27
371,65868,27
372,18909,27
373,28151,27
374,42034,27
375,77157,27
376,38240,27
377,58520,27
378,54197,27
379,48744,27
380,46800,27
381,23902,27
382,23799,27
383,36355,27
384,33806,27
385,68880,27
386,70581,27
387,46458,27
388,79828,27
389,88182,27
390,90650,27
391,90901,27
392,12295,27
393,97444,27
394,36211,27
395,40451,29
396,83386,29
397,12818,29
398,18210,29
399,84033,29
400,52427,29
401,29839,29
402,30890,29
403,97857,29
404,41665,29
405,89195,29
406,84843,29
407,29490,29
408,90547,29
409,8283,29
410,48195,29
411,78353,29
412,93320,29
413,75776,29
414,50907,29
415,26290,29
416,85972,29
417,79343,29
418,96791,29
419,90454,29
420,88036,29
421,87782,29
422,84691,29
423,68085,29
424,65871,29
425,52152,29
426,50628,29
427,50550,29
428,43001,29
429,37568,29
430,31461,29
431,21654,29
432,15769,29
433,3772,29
434,96862,30
435,43834,30
436,26372,30
437,51375,30
438,73861,30
439,17788,30
440,9405,30
441,36109,30
442,9083,30
443,54752,30
444,95088,30
445,39313,30
446,93838,30
447,61670,30
448,44949,30
449,48010,30
450,71142,30
451,98275,30
452,25025,30
453,76072,30
454,39001,30
455,74319,30
456,86725,30
457,82431,30
458,54789,30
459,45699,30
460,43669,30
461,40672,30
462,19068,30
463,93519,30
464,13267,30
465,13227,30
466,51317,30
467,24598,33
468,55398,33
469,45434,33
470,96934,33
471,8491,33
472,96026,33
473,34020,33
474,14828,33
475,70976,33
476,51407,33
477,8146,33
478,37408,33
479,13680,33
480,18249,33
481,41816,33
482,70609,33
483,1900,33
484,16218,33
485,9989,33
486,12632,33
487,86182,33
488,47772,33
489,15667,33
490,86365,33
491,79990,33
492,58630,33
493,52300,33
494,50452,33
495,48814,33
496,47144,33
497,46319,33
498,45506,33
499,33679,33
500,30422,33
501,26801,33
502,22955,33
503,22613,33
504,17663,33
505,15688,33
506,8169,33
507,1498,33
508,94232,34
509,88123,34
510,32385,34
511,51907,34
512,76577,34
513,35355,34
514,69483,34
515,70901,34
516,55977,34
517,56429,34
518,58679,34
519,30458,34
520,24589,34
521,85245,34
522,83779,34
523,3328,34
524,23614,34
525,53662,34
526,60909,34
527,37353,34
528,4886,34
529,19447,34
530,37139,34
531,34056,34
532,65372,34
533,66622,34
534,22329,34
535,27481,34
536,1332,34
537,39781,34
538,34837,34
539,46068,34
540,46651,34
541,58425,34
542,65309,34
543,26048,34
544,70570,34
545,71385,34
546,71533,34
547,76073,34
548,10161,34
549,9145,34
550,6822,34
551,6557,34
552,78741,34
553,4269,34
554,84993,34
