ID,GiftID,TripID
1,12227,1
2,12876,1
3,34054,1
4,27682,1
5,75693,1
6,91035,1
7,69964,1
8,25988,1
9,82680,1
10,23366,1
11,30610,1
12,21187,1
13,86175,1
14,10014,1
15,83403,1
16,58505,1
17,74588,1
18,35063,1
19,97128,1
20,18088,1
21,61058,1
22,4762,1
23,43404,1
24,936,1
25,87712,1
26,80266,1
27,32921,1
28,94397,1
29,93295,1
30,93223,1
31,89040,1
32,78239,1
33,72838,1
34,58346,1
35,53810,1
36,43576,1
37,25492,1
38,17274,1
39,13763,1
40,7471,1
41,81528,1
42,80579,2
43,80478,2
44,65580,2
45,49538,2
46,18166,2
47,1037,2
48,53573,2
49,51188,2
50,10389,2
51,96094,2
52,3974,2
53,58649,2
54,64326,2
55,7023,2
56,59790,2
57,77975,2
58,22663,2
59,96552,2
60,11684,2
61,49183,2
62,35537,2
63,75874,2
64,34315,2
65,1713,2
66,67875,2
67,72246,2
68,12120,2
69,65905,2
70,39663,2
71,1514,2
72,89158,2
73,46820,2
74,706,2
75,73712,2
76,27122,2
77,43013,2
78,12124,2
79,14577,2
80,57624,2
81,72818,2
82,65714,2
83,72700,2
84,85839,2
85,71462,2
86,72523,2
87,18148,2
88,74989,2
89,9211,2
90,83197,2
91,54421,2
92,58281,2
93,58916,2
94,63615,2
95,30871,2
96,28036,2
97,24489,2
98,1743,2
99,86654,2
100,95085,2
101,95947,2
102,53173,2
103,98331,3
104,93535,3
105,1273,3
106,77080,3
107,54934,3
108,4069,3
109,251,3
110,31257,3
111,62431,3
112,89674,3
113,56943,3
114,78283,3
115,71029,3
116,64289,3
117,62368,3
118,10687,3
119,8385,3
120,23869,3
121,49666,3
122,30571,3
123,29100,3
124,63839,3
125,82023,3
126,80673,3
127,58526,3
128,12940,3
129,17953,3
130,57183,3
131,48743,3
132,90238,3
133,84255,3
134,63033,3
135,47015,3
136,46552,3
137,43930,3
138,21986,3
139,12444,3
140,99891,3
141,75195,3
142,87820,4
