ID,GiftID,TripID
1,29912,13
2,97447,13
3,17915,13
4,80951,13
5,68681,13
6,38965,13
7,62879,13
8,46378,13
9,60223,13
10,60916,13
11,71814,13
12,82856,13
13,18060,13
14,83405,13
15,49697,13
16,9703,13
17,68657,13
18,31653,13
19,65616,13
20,86990,13
21,7924,13
22,60832,13
23,60884,13
24,25785,13
25,2208,13
26,4172,13
27,53993,13
28,61095,13
29,90112,13
30,815,13
31,33135,13
32,22360,13
33,68200,13
34,75182,13
35,85339,13
36,42098,13
37,36435,60
38,30400,60
39,99976,60
40,73654,60
41,99553,60
42,36592,60
43,86823,60
44,93832,60
45,558,60
46,3859,60
47,62153,60
48,18138,60
49,68185,60
50,61374,60
51,39656,60
52,13393,60
53,64149,60
54,58490,60
55,56503,60
56,88561,60
57,73686,60
58,53055,60
59,62254,60
60,64799,60
61,88382,60
62,41658,60
63,70337,60
64,3585,60
65,18534,60
66,51426,60
67,31194,60
68,42468,60
69,69589,60
70,39680,60
71,96911,60
72,48254,60
73,53140,60
74,45169,60
75,58089,60
76,60076,60
77,62207,60
78,52392,60
79,46527,60
80,26911,60
81,51386,60
82,25662,60
83,23166,60
84,19204,60
85,86606,60
86,87240,60
87,87947,60
88,9381,60
89,96894,60
90,40983,60
91,35620,61
92,45712,61
93,49226,61
94,43745,61
95,63791,61
96,78965,61
97,71810,61
98,62604,61
99,96608,61
100,98387,61
101,64200,61
102,63728,61
103,29758,61
104,326,61
105,85045,61
106,29901,61
107,42962,61
108,65347,61
109,67158,61
110,55243,61
111,43883,61
112,72192,61
113,40034,61
114,43140,61
115,69260,61
116,78418,61
117,85000,61
118,51453,61
119,99401,61
120,72113,61
121,74861,61
122,98092,61
123,20943,61
124,28606,61
125,17795,61
126,21647,61
127,12427,61
128,25507,61
129,17971,61
130,60137,61
131,75218,61
132,42100,61
133,81777,61
134,36723,61
135,35822,61
136,84623,61
137,94241,61
138,8412,61
139,67985,61
140,13318,62
141,90438,62
142,60969,62
143,21911,62
144,20002,62
145,85301,62
146,44199,62
147,61124,62
148,61795,62
149,43921,62
150,72195,62
151,23647,62
152,70512,62
153,8655,62
154,14247,62
155,60873,62
156,36853,62
157,23975,62
158,31346,62
159,88068,62
160,13626,62
161,2127,62
162,34319,62
163,65364,62
164,67193,62
165,53093,62
166,50718,62
167,47163,62
168,45970,62
169,45564,62
170,70715,62
171,77075,62
172,26639,62
173,80487,62
174,83437,62
175,84147,62
176,21269,62
177,88848,62
178,91093,62
179,63729,62
180,58900,62
181,58545,62
182,56319,62
183,93928,62
184,97820,62
185,8555,62
186,2897,62
187,2320,62
188,65136,62
189,14704,63
190,1203,63
191,59866,63
192,26401,63
193,44553,63
194,11404,63
195,56619,63
196,76273,63
197,12199,63
198,70167,63
199,39683,63
200,6954,63
201,93904,63
202,92462,63
203,86089,63
204,32370,63
