ID,GiftID,TripID
1,46881,1
2,54201,1
3,10566,1
4,5250,1
5,75809,1
6,3700,1
7,45697,1
8,53846,1
9,490,1
10,21590,1
11,84425,1
12,2480,1
13,53215,1
14,15200,1
15,79194,1
16,6139,1
17,66015,1
18,13794,1
19,28776,1
20,2138,1
21,56185,1
22,4610,1
23,66778,1
24,44123,1
25,81662,1
26,71321,1
27,52819,1
28,35530,1
29,30608,1
30,91090,1
31,10026,1
32,91632,1
33,4677,1
34,96267,1
35,2530,1
36,50556,1
37,92590,3
38,98464,3
39,71419,3
40,15950,3
41,47940,3
42,59937,3
43,6134,3
44,58478,3
45,45646,3
46,19749,3
47,19398,3
48,80310,3
49,27868,3
50,19496,3
51,1331,3
52,83526,3
53,62105,3
54,47186,3
55,80108,3
56,81024,3
57,70280,3
58,96843,3
59,73832,3
60,96483,3
61,29858,3
62,89210,3
63,90798,3
64,19140,3
65,18700,3
66,13744,3
67,12575,3
68,724,3
69,66380,3
70,62229,3
71,80560,3
72,58992,3
73,55011,3
74,53415,3
75,49416,3
76,84663,3
77,45141,3
78,38614,3
79,32577,3
80,76396,3
81,79029,4
82,41174,4
83,32477,4
84,17425,4
85,10972,4
86,20568,4
87,92056,4
88,53695,4
89,86277,4
90,74787,4
91,88046,4
92,28812,4
93,44587,4
94,89720,4
95,23402,4
96,79512,4
97,48311,4
98,70831,4
99,3840,4
100,65599,4
101,74908,4
102,54879,4
103,42088,4
104,16038,4
105,34274,4
106,65653,4
107,90186,4
108,86211,4
109,59512,4
110,38375,4
111,32373,4
112,52227,4
113,54646,4
114,59295,4
115,18979,4
116,46,4
117,82208,4
118,95551,4
119,7467,4
120,7259,4
121,7067,4
122,99140,4
123,1495,4
124,51980,4
125,42748,5
126,62301,5
127,85337,5
128,27664,5
129,50919,5
130,6880,5
131,414,5
132,55880,5
133,42726,5
134,10261,5
135,44642,5
136,9734,5
137,29586,5
138,4606,5
139,16255,5
140,66369,5
141,63553,5
142,34327,5
143,61892,5
144,48568,5
145,69894,5
146,60049,5
147,58082,5
148,57012,5
149,50287,5
150,45800,5
151,25811,5
152,21052,5
153,20078,5
154,85816,5
155,96145,6
156,35357,6
157,81839,6
158,70009,6
159,54202,6
160,69145,6
161,6971,6
162,73687,6
163,83623,6
164,26950,6
165,41447,6
166,95210,6
167,8102,6
168,73322,6
169,14459,6
170,30094,6
171,14424,6
172,9785,6
173,54331,6
174,60319,6
175,23002,6
176,80354,6
177,36306,6
178,44418,6
179,57361,6
180,25132,6
181,57196,6
182,57973,6
183,40140,6
184,62076,6
185,79044,6
186,26501,6
187,85694,6
188,87180,6
189,87931,6
190,89775,6
191,5590,6
192,5582,6
193,1920,6
194,37664,7
195,96498,7
196,60822,7
197,57864,7
198,12989,7
199,75474,7
200,20950,7
201,24657,7
202,96,7
203,86869,7
204,69966,7
205,16542,7
206,24024,7
207,88976,7
208,64,7
209,27881,7
210,96413,7
211,45834,7
212,77783,7
213,14208,7
214,68015,7
215,31074,7
216,14552,7
217,77187,7
218,82077,7
219,66103,7
220,33861,7
221,17054,7
222,30269,7
223,70052,7
224,47249,7
225,92635,7
226,12091,7
227,4531,7
228,3634,7
229,48004,7
230,72975,7
231,87777,8
232,89800,8
233,79867,8
234,23336,8
235,45641,8
236,22020,8
237,67363,8
238,29429,8
239,87191,8
240,55888,8
241,31871,8
242,36767,8
243,22775,8
244,30904,8
245,26063,8
246,46034,8
247,44441,8
248,27328,8
249,57909,8
250,69665,8
251,90304,8
252,79500,8
253,68667,8
254,53763,8
255,28431,8
256,20931,8
257,7605,8
258,4861,8
259,3582,8
260,298,8
261,62529,10
262,91455,10
263,86077,10
264,74155,10
265,98250,10
266,64084,10
267,84837,10
268,86763,10
269,69464,10
270,14626,10
271,99282,10
272,86019,10
273,15537,10
274,36823,10
275,18311,10
276,57557,10
277,77271,10
278,21581,10
279,86078,10
280,94822,10
281,61383,10
282,46548,10
283,39123,10
284,26637,10
285,2209,10
286,75538,10
287,43101,11
288,3826,11
289,56667,11
290,63641,11
291,24027,11
292,16670,11
293,98717,11
294,62019,11
295,48896,11
296,56398,11
297,85853,11
298,13647,11
299,67941,11
300,54422,11
301,34340,11
302,81388,11
303,42067,11
304,48504,11
305,40266,11
306,52735,11
307,65084,11
308,89029,11
309,46620,11
310,95154,11
311,50048,11
312,19442,11
313,21519,11
314,98726,11
315,84894,11
316,80190,11
317,72129,11
318,68237,11
319,54514,11
320,54289,11
321,49319,11
322,34806,11
323,189,11
324,15053,11
325,3287,11
326,3260,11
327,28615,11
328,31808,13
329,40807,13
330,15443,13
331,82326,13
332,32657,13
333,42164,13
334,71335,13
335,87134,13
336,23371,13
337,73859,13
338,541,13
339,85631,13
340,13774,13
341,76246,13
342,20128,13
343,80098,13
344,44910,13
345,45263,13
346,28729,13
347,78228,13
348,50695,13
349,21111,13
350,40471,13
351,52654,13
352,97784,13
353,19935,13
354,23345,13
355,59113,13
356,74968,13
357,18098,13
358,83096,13
359,14959,13
360,63311,13
361,65316,13
362,73265,13
363,51470,13
364,20467,13
365,78003,13
366,8188,13
367,62728,13
368,14149,14
369,21522,14
370,78227,14
371,14392,14
372,43382,14
373,68008,14
374,24126,14
375,60108,14
376,19536,14
377,87603,14
378,86130,14
379,98801,14
380,84826,14
381,80166,14
382,62846,14
383,56186,14
384,52376,14
385,51962,14
386,33956,14
387,21464,14
388,9557,14
389,99230,15
390,57147,15
391,82684,15
392,90285,15
393,91310,15
394,39635,15
395,1250,15
396,88090,15
397,68956,15
398,91712,15
399,38504,15
400,91141,15
401,60862,15
402,37342,15
403,73385,15
404,35875,15
405,63798,15
406,89133,15
407,87848,15
408,94290,15
409,70480,15
410,65266,15
411,53840,15
412,57548,15
413,40972,15
414,3921,15
415,20298,15
416,19939,15
417,10179,15
418,69625,15
419,58512,15
420,50503,15
