ID,GiftID,TripID
1,15310,34
2,57861,34
3,673,34
4,71771,34
5,20049,34
6,15561,34
7,91665,34
8,87188,34
9,20176,34
10,87400,34
11,97457,34
12,80440,34
13,46006,34
14,72291,34
15,26253,34
16,52356,34
17,80221,34
18,99900,34
19,63593,34
20,87895,34
21,77167,34
22,87117,34
23,56349,34
24,83869,34
25,88149,34
26,76257,34
27,93860,34
28,32437,34
29,86113,34
30,81446,34
31,24356,34
32,15223,34
33,22623,34
34,12938,34
35,47534,34
36,38071,34
37,73905,34
38,31697,34
39,27867,34
40,85761,34
41,25998,34
42,68726,34
43,19220,34
44,95760,34
45,99094,34
46,66097,34
47,58097,34
48,56970,34
49,81701,34
50,82784,34
51,49446,34
52,85266,34
53,42883,34
54,78348,34
55,54743,35
56,44612,35
57,88353,35
58,42564,35
59,36582,35
60,13642,35
61,56240,35
62,76944,35
63,6965,35
64,37496,35
65,2315,35
66,16117,35
67,83829,35
68,3489,35
69,11051,35
70,57896,35
71,32263,35
72,56131,35
73,34955,35
74,71172,35
75,60364,35
76,81206,35
77,17520,35
78,57925,35
79,37055,35
80,83108,35
81,43467,35
82,15580,35
83,65287,35
84,34678,35
85,32525,35
86,69363,35
87,30674,35
88,29837,35
89,21783,35
90,19655,35
91,16229,35
92,88684,35
93,56531,35
94,74371,35
95,55488,35
96,81715,35
97,41618,35
98,39404,35
99,63647,35
100,85225,35
101,90107,35
102,71091,35
103,96662,35
104,73088,35
105,57979,35
106,63498,36
107,39114,36
108,96299,36
109,75953,36
110,54929,36
111,36649,36
112,69700,36
113,14396,36
114,22324,36
115,52918,36
116,881,36
117,80894,36
118,59989,36
119,46951,36
120,7884,36
121,12267,36
122,63656,36
123,97569,36
124,29874,36
125,10700,36
126,38319,36
127,58592,36
128,91551,36
129,14144,36
130,46555,36
131,41559,36
132,34956,36
133,66817,36
134,59955,36
135,9008,36
136,30902,36
137,93853,36
138,93861,36
139,17297,36
140,14723,36
141,94033,36
142,95800,36
143,57833,36
144,84635,36
145,81141,36
146,91811,36
147,99399,36
148,49920,36
149,59436,37
150,560,37
151,97885,37
152,47438,37
153,10666,37
154,25700,37
155,40399,37
156,50178,37
157,76872,37
158,17854,37
159,73803,37
160,94,37
161,27905,37
162,77744,37
163,97404,37
164,886,37
165,90217,37
166,67170,37
167,92386,37
168,94513,37
169,26271,37
170,85619,37
171,33467,37
172,29288,37
173,44320,37
174,14861,37
175,83417,37
176,35973,37
177,2695,37
178,32904,37
179,72824,37
180,80552,37
181,99493,37
182,97514,37
183,97318,37
184,95417,37
185,92742,37
186,90887,37
187,83112,37
188,69389,37
189,66750,37
190,58811,37
191,57475,37
192,57290,37
193,56412,37
194,42178,37
195,39170,37
196,35772,37
197,34860,37
198,34291,37
199,33462,37
200,28784,37
201,24301,37
202,19091,37
203,8497,37
204,7849,37
205,7626,37
206,5375,37
207,26199,37
208,14727,38
209,10141,38
210,95072,38
211,16890,38
212,37134,38
213,73218,38
214,92718,38
215,9910,38
216,76253,38
217,91126,38
218,43640,38
219,82587,38
220,69536,38
221,94500,38
222,71413,38
223,75015,38
224,60443,38
225,18715,38
226,9179,38
227,3362,38
228,66772,38
229,22868,38
230,32473,38
231,83552,38
232,34861,38
233,86025,38
234,10744,38
235,56177,38
236,21376,38
237,91609,38
238,39743,38
239,44188,38
240,83746,38
241,92,38
242,31142,38
243,88418,38
244,70711,38
245,4344,38
246,77697,38
247,67686,38
248,65074,38
249,29733,38
250,26135,38
251,96081,38
252,92424,38
253,87128,38
254,87054,38
255,85982,38
256,81887,38
257,80817,38
258,79465,38
259,61465,38
260,59496,38
261,57853,38
262,57847,38
263,48527,38
264,48141,38
265,42798,38
266,42526,38
267,21483,38
268,10115,38
269,9460,38
270,7862,38
271,7185,38
272,6146,38
273,4574,38
274,19354,38
275,31467,39
276,6507,39
277,13317,39
